accession,filed_date,acceptance_datetime,subject_cik,subject_name,ticker_raw,symbol,map_method,S,elig_ok,taint_ok,entry_dt,split,hold_label
0001193125-21-370622,2021-12-30,,1638290,"MasterCraft Boat Holdings, Inc.  (MCFT)  (CIK 0001638290)",MCFT,MCFT,ticker,1510,True,True,2021-12-31,TRAIN,primary
0001104659-21-154471,2021-12-30,,1833769,"Hyperfine, Inc.  (HYPR)  (CIK 0001833769)",HYPR,HYPR,ticker,1510,True,True,2021-12-31,TRAIN,primary
0001539497-22-000021,2022-01-07,,26780,DANA INC  (DAN)  (CIK 0000026780),DAN,DAN,ticker,1516,True,True,2022-01-10,VAL,primary
0001587987-22-000002,2022-01-10,,1587987,"Newtek Business Services Corp.  (NEWT, NEWTG, NEWTI, NEWTZ)  (CIK 0001587987)",,NEWT,cik,1517,True,True,2022-01-11,VAL,primary
0000950142-22-000248,2022-01-11,,1858681,"Apollo Global Management, Inc.  (APO, APOS, APO-PA)  (CIK 0001858681)",,APO,cik,1518,True,True,2022-01-12,VAL,primary
0000950127-22-000003,2022-01-12,,883984,ICU MEDICAL INC/DE  (ICUI)  (CIK 0000883984),ICUI,ICUI,ticker,1519,True,True,2022-01-13,VAL,primary
0001193125-22-008658,2022-01-13,,1796209,APi Group Corp  (APG)  (CIK 0001796209),APG,APG,ticker,1520,True,True,2022-01-14,VAL,primary
0000899140-22-000084,2022-01-18,,1902733,"nCino, Inc.  (NCNO)  (CIK 0001902733)",NCNO,NCNO,ticker,1522,True,True,2022-01-19,VAL,primary
0000921895-22-000221,2022-01-24,,880631,"WisdomTree Investments, Inc.  (WT)  (CIK 0000880631)",WT,WT,ticker,1526,True,True,2022-01-25,VAL,primary
0001193125-22-017123,2022-01-25,,1658551,"Amylyx Pharmaceuticals, Inc.  (AMLX)  (CIK 0001658551)",AMLX,AMLX,ticker,1527,True,True,2022-01-26,VAL,primary
0001193125-22-018343,2022-01-26,,1841408,"Dave Inc./DE  (DAVE, DAVEW)  (CIK 0001841408)",,DAVE,cik,1528,True,True,2022-01-27,VAL,primary
0001193125-22-023537,2022-01-31,,1839341,"Core Scientific, Inc./tx  (CORZ, CORZR, CORZW, CORZZ)  (CIK 0001839341)",,CORZ,cik,1531,True,True,2022-02-01,VAL,primary
0001104659-22-010232,2022-02-01,,1856725,"Rani Therapeutics Holdings, Inc.  (RANI)  (CIK 0001856725)",RANI,RANI,ticker,1532,True,True,2022-02-02,VAL,primary
0001213900-22-005076,2022-02-02,,1464790,"B. Riley Financial, Inc.  (RILY, RILYG, RILYK, RILYL, RILYM, RILYN, RILYP, RILYT, RILYZ)  (CIK 0001464790)",,RILY,cik,1533,True,True,2022-02-03,VAL,primary
0001104659-22-011141,2022-02-03,,1402388,"WEST FRASER TIMBER CO., LTD  (WFG)  (CIK 0001402388)",WFG,WFG,ticker,1534,True,True,2022-02-04,VAL,primary
0001193805-22-000143,2022-02-03,,1682745,VERRA MOBILITY Corp  (VRRM)  (CIK 0001682745),VRRM,VRRM,ticker,1534,True,True,2022-02-04,VAL,primary
0000950170-22-000764,2022-02-04,,1619856,"Caribou Biosciences, Inc.  (CRBU)  (CIK 0001619856)",CRBU,CRBU,ticker,1535,True,True,2022-02-07,VAL,primary
0001140361-22-003920,2022-02-04,,1874315,"Satellogic Inc.  (SATL, SATLW)  (CIK 0001874315)",,SATL,cik,1535,True,True,2022-02-07,VAL,primary
0001437749-22-002513,2022-02-04,,1823587,"Sky Harbour Group Corp  (SKYH, SKYH-WT)  (CIK 0001823587)",,SKYH,cik,1535,True,True,2022-02-07,VAL,primary
0001567619-22-002670,2022-02-07,,1805833,"System1, Inc.  (SST, SST-WT)  (CIK 0001805833)",,SST,cik,1536,True,True,2022-02-08,VAL,primary
0001193125-22-032635,2022-02-09,,1846069,"Nextdoor Holdings, Inc.  (KIND)  (CIK 0001846069)",KIND,NXDR,cik,1538,True,True,2022-02-10,VAL,primary
0001193125-22-031434,2022-02-09,,1640428,"EverQuote, Inc.  (EVER)  (CIK 0001640428)",EVER,EVER,ticker,1538,True,True,2022-02-10,VAL,primary
0001437749-22-003019,2022-02-10,,1464343,"Atlanticus Holdings Corp  (ATLC, ATLCL, ATLCP, ATLCZ)  (CIK 0001464343)",,ATLC,cik,1539,True,True,2022-02-11,VAL,primary
0001387131-22-001711,2022-02-11,,1835579,"Ikena Oncology, Inc.  (IKNA)  (CIK 0001835579)",IKNA,IMA,cik,1540,True,True,2022-02-14,VAL,primary
0000950142-22-000629,2022-02-11,,1852244,"GXO Logistics, Inc.  (GXO)  (CIK 0001852244)",GXO,GXO,ticker,1540,True,True,2022-02-14,VAL,primary
0001193125-22-039368,2022-02-14,,1604481,Euronav NV  (CMBT)  (CIK 0001604481),CMBT,CMBT,ticker,1541,True,True,2022-02-15,VAL,primary
0000898432-22-000110,2022-02-14,,1866501,"Wallbox N.V.  (WBX, WBX-WT)  (CIK 0001866501)",,WBX,cik,1541,True,True,2022-02-15,VAL,primary
0001193125-22-042016,2022-02-14,,1477720,"Asana, Inc.  (ASAN)  (CIK 0001477720)",ASAN,ASAN,ticker,1541,True,True,2022-02-15,VAL,primary
0001193125-22-039887,2022-02-14,,1173514,"HYSTER-YALE MATERIALS HANDLING, INC.  (HY)  (CIK 0001173514)",HY,HY,ticker,1541,True,True,2022-02-15,VAL,primary
0001552781-22-000158,2022-02-14,,1828108,"Aurora Innovation, Inc.  (AUR, AUROW)  (CIK 0001828108)",,AUR,cik,1541,True,True,2022-02-15,VAL,primary
0001193125-22-041369,2022-02-14,,1819142,"SES AI Corp  (SES, SES-WT)  (CIK 0001819142)",,SES,cik,1541,True,True,2022-02-15,VAL,primary
0001193125-22-043479,2022-02-15,,1762506,"Vista Oil & Gas, S.A.B. de C.V.  (VIST, VISTA, VSOGF)  (CIK 0001762506)",,VIST,cik,1542,True,True,2022-02-16,VAL,primary
0001213900-22-007992,2022-02-16,,1828536,"Energy Vault Holdings, Inc.  (NRGV)  (CIK 0001828536)",NRGV,NRGV,ticker,1543,True,True,2022-02-17,VAL,primary
0001140361-22-005618,2022-02-16,,1422183,FS KKR Capital Corp  (FSK)  (CIK 0001422183),FSK,FSK,ticker,1543,True,True,2022-02-17,VAL,primary
0001104659-22-025139,2022-02-18,,1821769,Navitas Semiconductor Corp  (NVTS)  (CIK 0001821769),NVTS,NVTS,ticker,1545,True,True,2022-02-22,VAL,primary
0001193805-22-000377,2022-02-22,,1891101,BRC Inc.  (BRCC)  (CIK 0001891101),BRCC,BRCC,ticker,1546,True,True,2022-02-23,VAL,primary
0001193125-22-054686,2022-02-25,,1360901,Evercore Inc.  (EVR)  (CIK 0001360901),EVR,EVR,ticker,1549,True,True,2022-02-28,VAL,primary
0001213900-22-009519,2022-02-28,,1788257,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V  (BWMX)  (CIK 0001788257)",BWMX,BWMX,ticker,1550,True,True,2022-03-01,VAL,primary
0001193125-22-060978,2022-03-01,,43920,"GREIF, INC  (GEF, GEF-B)  (CIK 0000043920)",,GEF,cik,1551,True,True,2022-03-02,VAL,primary
0001104659-22-029325,2022-03-02,,1023024,ANI PHARMACEUTICALS INC  (ANIP)  (CIK 0001023024),ANIP,ANIP,ticker,1552,True,True,2022-03-03,VAL,primary
0001883088-22-000004,2022-03-02,,1866581,Dutch Bros Inc.  (BROS)  (CIK 0001866581),BROS,BROS,ticker,1552,True,True,2022-03-03,VAL,primary
0000950142-22-000880,2022-03-03,,1858681,"Apollo Global Management, Inc.  (APO, APOS, APO-PA)  (CIK 0001858681)",,APO,cik,1553,True,True,2022-03-04,VAL,primary
0001829126-22-005234,2022-03-03,,1782107,Blue Water Vaccines Inc.  (ONCO)  (CIK 0001782107),ONCO,ONCO,ticker,1553,True,True,2022-03-04,VAL,primary
0001193125-22-066324,2022-03-04,,1692787,Kinetik Holdings Inc.  (KNTK)  (CIK 0001692787),KNTK,KNTK,ticker,1554,True,True,2022-03-07,VAL,primary
0001193125-22-066352,2022-03-07,,1866692,"Amplitude, Inc.  (AMPL)  (CIK 0001866692)",AMPL,AMPL,ticker,1555,True,True,2022-03-08,VAL,primary
0000921895-22-000821,2022-03-10,,1032033,"SLM Corp  (SLM, SLMBP)  (CIK 0001032033)",,SLM,cik,1558,True,True,2022-03-11,VAL,primary
0001193125-22-071330,2022-03-10,,1597672,RAYONIER ADVANCED MATERIALS INC.  (RYAM)  (CIK 0001597672),RYAM,RYAM,ticker,1558,True,True,2022-03-11,VAL,primary
0001493152-22-006680,2022-03-11,,1780312,"AST SpaceMobile, Inc.  (ASTS, ASTSW)  (CIK 0001780312)",,ASTS,cik,1559,True,True,2022-03-14,VAL,primary
0001193125-22-074712,2022-03-14,,1838359,"Rigetti Computing, Inc.  (RGTI, RGTIW)  (CIK 0001838359)",,RGTI,cik,1560,True,True,2022-03-15,VAL,primary
0001104659-22-033396,2022-03-14,,1837014,"SmartRent, Inc.  (SMRT)  (CIK 0001837014)",SMRT,SMRT,ticker,1560,True,True,2022-03-15,VAL,primary
0001214659-22-004138,2022-03-21,,918251,MOTORCAR PARTS AMERICA INC  (MPAA)  (CIK 0000918251),MPAA,MPAA,ticker,1565,True,True,2022-03-22,VAL,primary
0001398344-22-006108,2022-03-21,,1258602,NELNET INC  (NNI)  (CIK 0001258602),NNI,NNI,ticker,1565,True,True,2022-03-22,VAL,primary
0001193125-22-080708,2022-03-21,,1544522,Freshworks Inc.  (FRSH)  (CIK 0001544522),FRSH,FRSH,ticker,1565,True,True,2022-03-22,VAL,primary
0001193125-22-079723,2022-03-21,,1846069,"Nextdoor Holdings, Inc.  (KIND)  (CIK 0001846069)",KIND,NXDR,cik,1565,True,True,2022-03-22,VAL,primary
0001214659-22-004136,2022-03-21,,8063,"ASTRONICS CORP  (ATRO, ATROB)  (CIK 0000008063)",,ATRO,cik,1565,True,True,2022-03-22,VAL,primary
0001193125-22-083991,2022-03-24,,1915657,HF Sinclair Corp  (DINO)  (CIK 0001915657),DINO,DINO,ticker,1568,True,True,2022-03-25,VAL,primary
0001085146-22-001260,2022-03-24,,1830033,"PureCycle Technologies, Inc.  (PCT, PCTTU, PCTTW)  (CIK 0001830033)",,PCT,cik,1568,True,True,2022-03-25,VAL,primary
0001104659-22-038886,2022-03-28,,1875558,"Nuvectis Pharma, Inc.  (NVCT)  (CIK 0001875558)",NVCT,NVCT,ticker,1570,True,True,2022-03-29,VAL,primary
0001011438-22-000188,2022-03-28,,31235,EASTMAN KODAK CO  (KODK)  (CIK 0000031235),KODK,KODK,ticker,1570,True,True,2022-03-29,VAL,primary
0000950170-22-004914,2022-03-29,,1400810,"HCI Group, Inc.  (HCI, HCIIP)  (CIK 0001400810)",,HCI,cik,1571,True,True,2022-03-30,VAL,primary
0000935836-22-000298,2022-03-31,,1807120,"Design Therapeutics, Inc.  (DSGN)  (CIK 0001807120)",DSGN,DSGN,ticker,1573,True,True,2022-04-01,VAL,primary
0001193125-22-096153,2022-04-05,,1145986,ASPEN AEROGELS INC  (ASPN)  (CIK 0001145986),ASPN,ASPN,ticker,1576,True,True,2022-04-06,VAL,primary
0000921895-22-001150,2022-04-06,,1403475,Bank of Marin Bancorp  (BMRC)  (CIK 0001403475),BMRC,BMRC,ticker,1577,True,True,2022-04-07,VAL,primary
0000902664-22-002457,2022-04-07,,1653477,Ingevity Corp  (NGVT)  (CIK 0001653477),NGVT,NGVT,ticker,1578,True,True,2022-04-08,VAL,primary
0000950103-22-006243,2022-04-11,,714310,"VALLEY NATIONAL BANCORP  (VLY, VLYPN, VLYPO, VLYPP)  (CIK 0000714310)",,VLY,cik,1580,True,True,2022-04-12,VAL,primary
0001193125-22-101867,2022-04-11,,1418076,SLR Investment Corp.  (SLRC)  (CIK 0001418076),SLRC,SLRC,ticker,1580,True,True,2022-04-12,VAL,primary
0001193125-22-113123,2022-04-21,,1569345,"Sprinklr, Inc.  (CXM)  (CIK 0001569345)",CXM,CXM,ticker,1587,True,True,2022-04-22,VAL,primary
0001193125-22-116501,2022-04-25,,1856485,Sylvamo Corp  (SLVM)  (CIK 0001856485),SLVM,SLVM,ticker,1589,True,True,2022-04-26,VAL,primary
0000919574-22-002875,2022-04-27,,1679049,"International Seaways, Inc.  (INSW)  (CIK 0001679049)",INSW,INSW,ticker,1591,True,True,2022-04-28,VAL,primary
0001193125-22-142478,2022-05-05,,1805833,"System1, Inc.  (SST, SST-WT)  (CIK 0001805833)",,SST,cik,1597,True,True,2022-05-06,VAL,primary
0001140361-22-018827,2022-05-12,,1783879,"Robinhood Markets, Inc.  (HOOD)  (CIK 0001783879)",HOOD,HOOD,ticker,1602,True,True,2022-05-13,VAL,primary
0001104659-22-059185,2022-05-12,,1822966,"NUSCALE POWER Corp  (SMR, SMR-WT)  (CIK 0001822966)",,SMR,cik,1602,True,True,2022-05-13,VAL,primary
0001214659-22-006766,2022-05-13,,85961,RYDER SYSTEM INC  (R)  (CIK 0000085961),R,R,ticker,1603,True,True,2022-05-16,VAL,primary
0001213900-22-027493,2022-05-17,,1464790,"B. Riley Financial, Inc.  (RILY, RILYG, RILYK, RILYL, RILYM, RILYN, RILYP, RILYT, RILYZ)  (CIK 0001464790)",,RILY,cik,1605,True,True,2022-05-18,VAL,primary
0001193125-22-155028,2022-05-19,,1823652,"Eve Holding, Inc.  (EVEX, EVEX-WT)  (CIK 0001823652)",,EVEX,cik,1607,True,True,2022-05-20,VAL,primary
0001104659-22-063397,2022-05-20,,1835597,PepGen Inc.  (PEPG)  (CIK 0001835597),PEPG,PEPG,ticker,1608,True,True,2022-05-23,VAL,primary
0000950170-22-010769,2022-05-26,,1846576,"FIGS, Inc.  (FIGS)  (CIK 0001846576)",FIGS,FIGS,ticker,1612,True,True,2022-05-27,VAL,primary
0001193125-22-162312,2022-05-27,,1658566,"Centennial Resource Development, Inc.  (PR)  (CIK 0001658566)",PR,PR,ticker,1613,True,True,2022-05-31,VAL,primary
0000902664-22-003123,2022-05-27,,1490281,"Groupon, Inc.  (GRPN)  (CIK 0001490281)",GRPN,GRPN,ticker,1613,True,True,2022-05-31,VAL,primary
0001140361-22-021048,2022-05-27,,1704711,"Funko, Inc.  (FNKO)  (CIK 0001704711)",FNKO,FNKO,ticker,1613,True,True,2022-05-31,VAL,primary
0001193125-22-161268,2022-05-27,,1881487,ProFrac Holding Corp.  (ACDC)  (CIK 0001881487),ACDC,ACDC,ticker,1613,True,True,2022-05-31,VAL,primary
0000921895-22-001834,2022-05-31,,1130713,"OVERSTOCK.COM, INC  (BYON)  (CIK 0001130713)",BYON,NXH,cik,1614,True,True,2022-06-01,VAL,primary
0001104659-22-067106,2022-06-01,,1820872,"Global Business Travel Group, Inc.  (GBTG)  (CIK 0001820872)",GBTG,GBTG,ticker,1615,True,True,2022-06-02,VAL,primary
0000902664-22-003160,2022-06-03,,1725160,"Zentalis Pharmaceuticals, Inc.  (ZNTL)  (CIK 0001725160)",ZNTL,ZNTL,ticker,1617,True,True,2022-06-06,VAL,primary
0001193125-22-167306,2022-06-03,,1692115,"Southwest Gas Holdings, Inc.  (SWX)  (CIK 0001692115)",SWX,SWX,ticker,1617,True,True,2022-06-06,VAL,primary
0001193125-22-168473,2022-06-06,,1906324,QuidelOrtho Corp  (QDEL)  (CIK 0001906324),QDEL,QDEL,ticker,1618,True,True,2022-06-07,VAL,primary
0001214659-22-007975,2022-06-13,,923601,SINGING MACHINE CO INC  (MICS)  (CIK 0000923601),MICS,RIME,cik,1623,True,True,2022-06-14,VAL,primary
0000104169-22-000040,2022-06-17,,104169,Walmart Inc.  (WMT)  (CIK 0000104169),WMT,WMT,ticker,1627,True,True,2022-06-21,VAL,primary
0001193125-22-176549,2022-06-17,,1837240,Symbotic Inc.  (SYM)  (CIK 0001837240),SYM,SYM,ticker,1627,True,True,2022-06-21,VAL,primary
0001437749-22-015512,2022-06-21,,788965,HALLADOR ENERGY CO  (HNRG)  (CIK 0000788965),HNRG,HNRG,ticker,1628,True,True,2022-06-22,VAL,primary
0000807249-22-000074,2022-06-23,,1042893,DRIL-QUIP INC  (DRQ)  (CIK 0001042893),DRQ,INVX,cik,1630,True,True,2022-06-24,VAL,primary
0001213900-22-037912,2022-07-07,,1884082,"Polestar Automotive Holding UK PLC  (PSNY, PLSAY, PSNYW)  (CIK 0001884082)",,PSNY,cik,1639,True,True,2022-07-08,VAL,primary
0001193125-22-190577,2022-07-08,,1398805,Beam Global  (BEEM)  (CIK 0001398805),BEEM,BEEM,ticker,1640,True,True,2022-07-11,VAL,primary
0001193125-22-191349,2022-07-11,,820318,II-VI INC  (COHR)  (CIK 0000820318),COHR,COHR,ticker,1641,True,True,2022-07-12,VAL,primary
0001140361-22-025727,2022-07-11,,1879016,Ivanhoe Electric Inc.  (IE)  (CIK 0001879016),IE,IE,ticker,1641,True,True,2022-07-12,VAL,primary
0001104659-22-078953,2022-07-12,,1439288,Zurn Water Solutions Corp  (ZWS)  (CIK 0001439288),ZWS,ZWS,ticker,1642,True,True,2022-07-13,VAL,primary
0000895345-22-000552,2022-07-18,,1528115,"Annexon, Inc.  (ANNX)  (CIK 0001528115)",ANNX,ANNX,ticker,1646,True,True,2022-07-19,VAL,primary
0001731122-22-001233,2022-07-20,,926282,"ADTRAN Holdings, Inc.  (ADTN)  (CIK 0000926282)",ADTN,ADTN,ticker,1648,True,True,2022-07-21,VAL,primary
0001214659-22-009064,2022-07-21,,1665988,Bioventus Inc.  (BVS)  (CIK 0001665988),BVS,BVS,ticker,1649,True,True,2022-07-22,VAL,primary
0001104659-22-082403,2022-07-25,,1497645,"Summit Hotel Properties, Inc.  (INN, INN-PE, INN-PF)  (CIK 0001497645)",,INN,cik,1651,True,True,2022-07-26,VAL,primary
0001058854-22-000033,2022-07-26,,1113809,BUILD-A-BEAR WORKSHOP INC  (BBW)  (CIK 0001113809),BBW,BBW,ticker,1652,True,True,2022-07-27,VAL,primary
0001213900-22-042843,2022-07-29,,1842279,OPAL Fuels Inc.  (OPAL)  (CIK 0001842279),OPAL,OPAL,ticker,1655,True,True,2022-08-01,VAL,primary
0001140361-22-027705,2022-08-01,,1898496,"Getty Images Holdings, Inc.  (GETY)  (CIK 0001898496)",GETY,GETY,ticker,1656,True,True,2022-08-02,VAL,primary
0001193125-22-213610,2022-08-05,,1754068,"Allovir, Inc.  (ALVR)  (CIK 0001754068)",ALVR,KLRS,cik,1660,True,True,2022-08-08,VAL,primary
0001011438-22-000245,2022-08-08,,67716,MDU RESOURCES GROUP INC  (MDU)  (CIK 0000067716),MDU,MDU,ticker,1661,True,True,2022-08-09,VAL,primary
0001193125-22-216356,2022-08-10,,922864,APARTMENT INVESTMENT & MANAGEMENT CO  (AIV)  (CIK 0000922864),AIV,AIV,ticker,1663,True,True,2022-08-11,VAL,primary
0001564590-22-028823,2022-08-10,,1878313,"MAIA Biotechnology, Inc.  (MAIA)  (CIK 0001878313)",MAIA,MAIA,ticker,1663,True,True,2022-08-11,VAL,primary
0001418812-22-000049,2022-08-11,,71691,NEW YORK TIMES CO  (NYT)  (CIK 0000071691),NYT,NYT,ticker,1664,True,True,2022-08-12,VAL,primary
0001193805-22-001168,2022-08-15,,50725,GRIFFON CORP  (GFF)  (CIK 0000050725),GFF,GFF,ticker,1666,True,True,2022-08-16,VAL,primary
0001193125-22-222409,2022-08-16,,60714,"LSB INDUSTRIES, INC.  (LXU)  (CIK 0000060714)",LXU,LXU,ticker,1667,True,True,2022-08-17,VAL,primary
0001193125-22-224148,2022-08-18,,1877322,ESAB Corp  (ESAB)  (CIK 0001877322),ESAB,ESAB,ticker,1669,True,True,2022-08-19,VAL,primary
0000950142-22-002588,2022-08-24,,1787425,XP Inc.  (XP)  (CIK 0001787425),XP,XP,ticker,1673,True,True,2022-08-25,VAL,primary
0001213900-22-051125,2022-08-25,,1505155,"Upland Software, Inc.  (UPLD)  (CIK 0001505155)",UPLD,UPLD,ticker,1674,True,True,2022-08-26,VAL,primary
0000921895-22-002573,2022-08-29,,1857475,Dole plc  (DOLE)  (CIK 0001857475),DOLE,DOLE,ticker,1676,True,True,2022-08-30,VAL,primary
0001193125-22-237943,2022-09-02,,1606366,"El Pollo Loco Holdings, Inc.  (LOCO)  (CIK 0001606366)",LOCO,LOCO,ticker,1680,True,True,2022-09-06,VAL,primary
0000950142-22-002665,2022-09-06,,1898496,"Getty Images Holdings, Inc.  (GETY)  (CIK 0001898496)",GETY,GETY,ticker,1681,True,True,2022-09-07,VAL,primary
0001140361-22-032392,2022-09-06,,1806347,"Westrock Coffee Co  (WEST, WESTW)  (CIK 0001806347)",,WEST,cik,1681,True,True,2022-09-07,VAL,primary
0001193125-22-242921,2022-09-12,,1658566,Permian Resources Corp  (PR)  (CIK 0001658566),PR,PR,ticker,1685,True,True,2022-09-13,VAL,primary
0001104659-22-100444,2022-09-15,,1567683,"Clearway Energy, Inc.  (CWEN, CWEN-A)  (CIK 0001567683)",,CWEN,cik,1688,True,True,2022-09-16,VAL,primary
0001104659-22-100898,2022-09-16,,885550,CREDIT ACCEPTANCE CORP  (CACC)  (CIK 0000885550),CACC,CACC,ticker,1689,True,True,2022-09-19,VAL,primary
0001213900-22-056984,2022-09-19,,1849820,"Nauticus Robotics, Inc.  (KITT, KITTW)  (CIK 0001849820)",,KITT,cik,1690,True,True,2022-09-20,VAL,primary
0001104659-22-101211,2022-09-19,,1808997,"American Outdoor Brands, Inc.  (AOUT)  (CIK 0001808997)",AOUT,AOUT,ticker,1690,True,True,2022-09-20,VAL,primary
0000902664-22-004337,2022-09-22,,1611647,"Freshpet, Inc.  (FRPT)  (CIK 0001611647)",FRPT,FRPT,ticker,1693,True,True,2022-09-23,VAL,primary
0000904853-22-000002,2022-09-23,,873860,OCWEN FINANCIAL CORP  (ONIT)  (CIK 0000873860),ONIT,ONIT,ticker,1694,True,True,2022-09-26,VAL,primary
0000807249-22-000118,2022-09-23,,1132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.  (SPWH)  (CIK 0001132105)",SPWH,SPWH,ticker,1694,True,True,2022-09-26,VAL,primary
0001213900-22-058958,2022-09-26,,1830081,"Rumble Inc.  (RUM, RUMBW)  (CIK 0001830081)",,RUM,cik,1695,True,True,2022-09-27,VAL,primary
0001214659-22-011485,2022-09-26,,784199,"ARTIVION, INC.  (AORT)  (CIK 0000784199)",AORT,AORT,ticker,1695,True,True,2022-09-27,VAL,primary
0001140361-22-035866,2022-10-03,,1280058,BLACKBAUD INC  (BLKB)  (CIK 0001280058),BLKB,BLKB,ticker,1700,True,True,2022-10-04,VAL,primary
0001213900-22-061963,2022-10-04,,1664703,Bloom Energy Corp  (BE)  (CIK 0001664703),BE,BE,ticker,1701,True,True,2022-10-05,VAL,primary
0001493152-22-027966,2022-10-07,,1854963,"SHF Holdings, Inc.  (SHFS, SHFSW)  (CIK 0001854963)",,SHFS,cik,1704,True,True,2022-10-10,VAL,primary
0001341004-22-000268,2022-10-12,,1847986,"Dragonfly Energy Holdings Corp.  (DFLI, DFLIW)  (CIK 0001847986)",,DFLI,cik,1707,True,True,2022-10-13,VAL,primary
0000919574-22-005952,2022-10-13,,1679049,"International Seaways, Inc.  (INSW)  (CIK 0001679049)",INSW,INSW,ticker,1708,True,True,2022-10-14,VAL,primary
0000950103-22-017718,2022-10-13,,1895262,"Noble Corp plc  (NE, NBLWF, NE-WT, NE-WTA)  (CIK 0001895262)",,NE,cik,1708,True,True,2022-10-14,VAL,primary
0001193805-22-001434,2022-10-20,,1674101,Vertiv Holdings Co  (VRT)  (CIK 0001674101),VRT,VRT,ticker,1713,True,True,2022-10-21,VAL,primary
0001140361-22-038074,2022-10-21,,1703056,ADT Inc.  (ADT)  (CIK 0001703056),ADT,ADT,ticker,1714,True,True,2022-10-24,VAL,primary
0001193125-22-266721,2022-10-21,,1227654,COMPASS MINERALS INTERNATIONAL INC  (CMP)  (CIK 0001227654),CMP,CMP,ticker,1714,True,True,2022-10-24,VAL,primary
0000947871-22-001102,2022-10-26,,1828016,Playtika Holding Corp.  (PLTK)  (CIK 0001828016),PLTK,PLTK,ticker,1717,True,True,2022-10-27,VAL,primary
0001193805-22-001461,2022-10-28,,922864,APARTMENT INVESTMENT & MANAGEMENT CO  (AIV)  (CIK 0000922864),AIV,AIV,ticker,1719,True,True,2022-10-31,VAL,primary
0001104659-22-113889,2022-11-02,,1928446,"Granite Ridge Resources, Inc.  (GRNT)  (CIK 0001928446)",GRNT,GRNT,ticker,1722,True,True,2022-11-03,VAL,primary
0001539497-22-001725,2022-11-03,,1219601,CROWN HOLDINGS INC  (CCK)  (CIK 0001219601),CCK,CCK,ticker,1723,True,True,2022-11-04,VAL,primary
0000950103-22-019249,2022-11-07,,1899830,"Perfect Corp.  (PERF, PERF-WT)  (CIK 0001899830)",,PERF,cik,1725,True,True,2022-11-08,VAL,primary
0000897069-22-000602,2022-11-07,,1831868,"SeaStar Medical Holding Corp  (ICU, ICUCW)  (CIK 0001831868)",,ICU,cik,1725,True,True,2022-11-08,VAL,primary
0001193125-22-282631,2022-11-10,,60714,"LSB INDUSTRIES, INC.  (LXU)  (CIK 0000060714)",LXU,LXU,ticker,1728,True,True,2022-11-11,VAL,primary
0001193125-22-281504,2022-11-10,,1433195,APPFOLIO INC  (APPF)  (CIK 0001433195),APPF,APPF,ticker,1728,True,True,2022-11-11,VAL,primary
0001062993-22-021849,2022-11-10,,1595974,"MAGNITE, INC.  (MGNI)  (CIK 0001595974)",MGNI,MGNI,ticker,1728,True,True,2022-11-11,VAL,primary
0001193125-22-288740,2022-11-18,,1671858,"ARS Pharmaceuticals, Inc.  (SPRY)  (CIK 0001671858)",SPRY,SPRY,ticker,1734,True,True,2022-11-21,VAL,primary
0001493152-22-033146,2022-11-21,,1044777,OneSpan Inc.  (OSPN)  (CIK 0001044777),OSPN,OSPN,ticker,1735,True,True,2022-11-22,VAL,primary
0001193125-22-292018,2022-11-23,,1743759,"Corsair Gaming, Inc.  (CRSR)  (CIK 0001743759)",CRSR,CRSR,ticker,1737,True,True,2022-11-25,VAL,primary
0001104659-22-122435,2022-11-28,,1781174,"Acrivon Therapeutics, Inc.  (ACRV)  (CIK 0001781174)",ACRV,ACRV,ticker,1739,True,True,2022-11-29,VAL,primary
0000921895-22-003146,2022-12-01,,1704715,"Alpha Metallurgical Resources, Inc.  (AMR)  (CIK 0001704715)",AMR,AMR,ticker,1742,True,True,2022-12-02,VAL,primary
0000899140-22-000826,2022-12-08,,701985,"Bath & Body Works, Inc.  (BBWI)  (CIK 0000701985)",BBWI,BBWI,ticker,1747,True,True,2022-12-09,VAL,primary
0000902664-22-005089,2022-12-09,,1309108,WEX Inc.  (WEX)  (CIK 0001309108),WEX,WEX,ticker,1748,True,True,2022-12-12,VAL,primary
0001193805-22-001686,2022-12-09,,933036,RENT A CENTER INC DE  (UPBD)  (CIK 0000933036),UPBD,UPBD,ticker,1748,True,True,2022-12-12,VAL,primary
0001193125-22-307453,2022-12-16,,1827090,"Certara, Inc.  (CERT)  (CIK 0001827090)",CERT,CERT,ticker,1753,True,True,2022-12-19,VAL,primary
0001068238-22-000254,2022-12-16,,1378239,"Central North Airport Group  (OMAB, GAERF)  (CIK 0001378239)",,OMAB,cik,1753,True,True,2022-12-19,VAL,primary
0001193125-22-308478,2022-12-20,,1937926,Brookfield Asset Management Ltd.  (BAM)  (CIK 0001937926),BAM,BAM,ticker,1755,True,True,2022-12-21,VAL,primary
0000919574-22-007135,2022-12-20,,909494,TUCOWS INC /PA/  (TCX)  (CIK 0000909494),TCX,TCX,ticker,1755,True,True,2022-12-21,VAL,primary
